,0,1,2,3,4,5,6,7
399,-3149.912,-897.621,-3155.574,-642.847,-1038.93,-1649.884,-1760.259,-7292.392
400,-3197.604,-4945.142,-3270.744,-4465.711,-5279.839,-2965.159,-3394.49,-7301.961
401,-3194.14,-6661.301,-3361.896,-6521.759,-6584.685,-4683.974,-4887.683,-7243.323
402,-3134.021,-2611.236,-3259.7,-2997.419,-2060.681,-3854.201,-3537.492,-7208.656
403,-3121.268,340.864,-3155.241,205.759,483.481,-2142.489,-1904.297,-7245.167
404,-3149.174,-891.897,-3155.128,-638.697,-1032.077,-1651.802,-1759.954,-7291.791
405,-3196.982,-4932.562,-3270.023,-4454.219,-5267.241,-2959.837,-3388.406,-7301.79
406,-3193.822,-6670.048,-3361.716,-6528.211,-6595.869,-4683.214,-4889.641,-7243.311
407,-3133.781,-2631.636,-3260.095,-3016.024,-2079.967,-3863.177,-3547.312,-7208.38
408,-3120.734,336.952,-3155.179,200.997,481.893,-2148.359,-1908.506,-7244.672
409,-3148.548,-881.269,-3154.644,-628.101,-1020.746,-1650.976,-1757.547,-7291.346
410,-3196.34,-4914.732,-3269.069,-4436.242,-5249.304,-2950.894,-3379.267,-7301.607
411,-3193.507,-6673.956,-3361.291,-6529.505,-6602.493,-4678.75,-4888.201,-7243.345
412,-3133.401,-2649.042,-3260.178,-3032.575,-2098.452,-3869.041,-3554.511,-7207.994
413,-3120.201,334.608,-3154.967,196.918,480.907,-2151.992,-1910.765,-7244.168
414,-3147.776,-869.446,-3153.932,-618.566,-1008.314,-1649.045,-1754.319,-7290.737
415,-3195.483,-4902.016,-3268.033,-4423.947,-5236.952,-2943.246,-3372.044,-7301.124
416,-3192.985,-6683.064,-3360.906,-6536.536,-6613.904,-4677.166,-4889.846,-7243.025
417,-3132.954,-2665.485,-3260.231,-3048.162,-2114.927,-3876.567,-3562.459,-7207.573
418,-3119.647,333.484,-3154.615,194.864,480.986,-2155.339,-1911.362,-7243.829
419,-3147.205,-854.529,-3153.259,-604.19,-992.68,-1645.446,-1748.66,-7290.541
420,-3194.979,-4886.457,-3267.202,-4407.743,-5221.856,-2933.595,-3362.629,-7301.177
421,-3192.81,-6691.646,-3360.791,-6542.351,-6625.192,-4673.951,-4890.145,-7243.2
422,-3132.736,-2683.684,-3260.553,-3065.357,-2133.33,-3883.379,-3570.489,-7207.416
423,-3119.101,330.849,-3154.442,191.166,479.781,-2159.468,-1913.939,-7243.406
424,-3146.616,-845.478,-3152.799,-595.889,-982.944,-1644.386,-1746.225,-7290.183
425,-3194.454,-4874.637,-3266.527,-4395.9,-5210.014,-2927.764,-3356.252,-7301.053
426,-3192.495,-6701.388,-3360.622,-6549.787,-6637.321,-4674.757,-4892.486,-7243.096
427,-3132.392,-2701.549,-3260.752,-3082.989,-2152.844,-3892.084,-3579.442,-7207.075
428,-3118.569,328.473,-3154.255,186.886,478.298,-2164.304,-1916.919,-7242.993
429,-3145.786,-834.617,-3152.049,-586.294,-971.124,-1643.049,-1743.093,-7289.631
430,-3193.482,-4861.604,-3265.389,-4382.728,-5196.426,-2920.687,-3348.767,-7300.545
431,-3191.926,-6706.987,-3360.116,-6553.401,-6644.942,-4672.539,-4892.287,-7242.867
432,-3132.016,-2716.835,-3260.861,-3098.01,-2169.389,-3898.273,-3586.014,-7206.839
433,-3118.121,325.392,-3154.209,181.837,476.563,-2168.869,-1919.867,-7242.727
434,-3145.377,-826.245,-3151.808,-579.443,-961.93,-1642.758,-1741.404,-7289.524
435,-3192.944,-4847.767,-3264.685,-4369.63,-5182.354,-2914.319,-3341.749,-7300.539
436,-3191.576,-6709.634,-3359.719,-6554.219,-6649.631,-4669.231,-4890.686,-7242.972
437,-3131.634,-2730.729,-3260.864,-3111.047,-2182.517,-3903.044,-3591.6,-7206.627
438,-3117.394,322.954,-3153.862,178.156,475.606,-2172.402,-1922.156,-7242.167
439,-3144.618,-819.002,-3151.235,-572.799,-954.302,-1642.345,-1739.552,-7289.031
440,-3191.167,-6715.549,-3359.37,-6558.116,-6657.787,-4667.985,-4891.321,-7242.847
441,-3131.253,-2746.224,-3260.931,-3125.504,-2200.201,-3909.233,-3598.934,-7206.316
442,-3116.94,320.566,-3153.712,174.629,473.772,-2175.672,-1924.944,-7241.884
443,-3144.121,-808.989,-3150.794,-563.894,-943.346,-1640.559,-1737.035,-7288.847
444,-3191.72,-4822.058,-3263.127,-4344.428,-5156.677,-2901.682,-3328.095,-7300.216
445,-3190.702,-6725.052,-3359.087,-6565.154,-6669.901,-4667.322,-4892.917,-7242.507
446,-3130.816,-2767.166,-3261.164,-3145.55,-2221.281,-3918.116,-3608.77,-7205.79
447,-3116.429,316.881,-3153.574,169.058,472.03,-2180.816,-1928.276,-7241.551
448,-3143.467,-797.345,-3150.152,-553.309,-930.888,-1638.762,-1733.657,-7288.599
449,-3190.946,-4805.899,-3262.066,-4328.437,-5140.434,-2893.457,-3319.286,-7300.014
450,-3190.213,-6727.483,-3358.538,-6565.586,-6674.541,-4663.128,-4890.647,-7242.38
451,-3130.424,-2782.073,-3261.161,-3159.655,-2236.607,-3922.486,-3614.244,-7205.496
452,-3116.011,313.232,-3153.482,164.101,469.895,-2184.454,-1931.111,-7241.333
453,-3142.964,-790.346,-3149.769,-546.562,-923.725,-1638.187,-1732.082,-7288.429
454,-3190.266,-4793.824,-3261.266,-4316.334,-5128.356,-2887.507,-3313.03,-7299.826
455,-3189.675,-6734.321,-3358.196,-6570.088,-6683.481,-4661.954,-4891.548,-7242.089
456,-3129.907,-2796.523,-3261.197,-3173.776,-2251.721,-3928.659,-3621.261,-7205.055
457,-3115.376,311.693,-3153.101,160.783,469.131,-2186.685,-1932.097,-7240.998
458,-3142.367,-779.805,-3149.117,-537.116,-912.707,-1635.362,-1728.141,-7288.269
459,-3189.716,-4780.167,-3260.411,-4302.576,-5114.592,-2879.699,-3305.267,-7299.79
460,-3189.246,-6737.457,-3357.687,-6571.326,-6688.459,-4657.679,-4889.781,-7241.969
461,-3129.509,-2810.826,-3261.184,-3187.975,-2263.955,-3933.222,-3626.792,-7204.76
462,-3114.766,308.443,-3152.844,155.894,468.177,-2190.663,-1934.574,-7240.581
463,-3141.647,-774.452,-3148.565,-531.604,-906.777,-1635.247,-1726.531,-7287.878
464,-3188.959,-4769.187,-3259.583,-4291.876,-5103.621,-2874.592,-3299.442,-7299.56
465,-3188.579,-6749.726,-3357.401,-6580.971,-6703.774,-4659.052,-4893.237,-7241.53
466,-3128.774,-2839.671,-3261.437,-3214.869,-2295.824,-3945.987,-3640.221,-7203.899
467,-3113.952,300.974,-3152.72,145.991,463.062,-2200.572,-1942.024,-7239.843
468,-3140.897,-761.661,-3148.014,-520.577,-892.787,-1636.601,-1725.377,-7287.462
469,-3188.198,-4753.695,-3258.675,-4276.19,-5088.148,-2867.462,-3291.976,-7299.334
470,-3188.032,-6756.103,-3357.052,-6584.912,-6712.636,-4656.421,-4893.509,-7241.278
471,-3128.302,-2860.012,-3261.697,-3234.509,-2316.439,-3954.134,-3649.614,-7203.418
472,-3113.474,295.977,-3152.86,138.373,460.611,-2208.14,-1947.978,-7239.436
473,-3140.331,-752.557,-3147.723,-512.914,-882.662,-1637.827,-1724.811,-7287.159
474,-3187.487,-4740.415,-3257.924,-4263.345,-5074.675,-2861.586,-3286.057,-7299.095
475,-3187.617,-6759.503,-3356.777,-6586.55,-6718.004,-4653.643,-4893.386,-7241.216
476,-3128.03,-2874.751,-3261.983,-3248.677,-2330.09,-3959.902,-3656.459,-7203.289
477,-3112.984,293.625,-3152.804,134.007,460.353,-2212.307,-1950.719,-7239.197
478,-3139.723,-739.932,-3147.234,-501.861,-869.292,-1635.895,-1721.377,-7286.937
479,-3187.287,-6758.354,-3356.276,-6583.635,-6718.769,-4647.475,-4889.206,-7241.374
480,-3127.562,-2888.551,-3261.843,-3260.891,-2344.99,-3961.459,-3660.328,-7203.023
481,-3112.308,289.013,-3152.545,127.779,457.844,-2214.859,-1953.941,-7238.65
482,-3138.904,-729.697,-3146.583,-493.438,-858.085,-1634.146,-1719.034,-7286.386
483,-3186.113,-4707.864,-3256.105,-4231.746,-5041.746,-2845.522,-3268.632,-7298.819
484,-3186.742,-6760.201,-3355.731,-6583.758,-6722.659,-4643.885,-4886.981,-7241.242
485,-3127.071,-2902.491,-3261.766,-3274.056,-2359.409,-3966.427,-3665.689,-7202.698
486,-3111.664,285.639,-3152.294,122.844,456.003,-2219.381,-1957.118,-7238.171
487,-3138.182,-721.804,-3146.051,-485.969,-849.144,-1633.949,-1717.317,-7285.921
488,-3185.425,-4695.463,-3255.309,-4219.217,-5029.413,-2839.446,-3262.094,-7298.572
489,-3186.369,-6767.416,-3355.529,-6588.775,-6731.949,-4642.759,-4888.037,-7241.14
490,-3126.876,-2917.459,-3262.114,-3288.212,-2374.681,-3972.744,-3673.082,-7202.601
491,-3111.245,284.515,-3152.184,120.995,455.782,-2221.962,-1958.653,-7238.004
492,-3137.551,-707.442,-3145.437,-472.847,-834.091,-1630.559,-1712.804,-7285.672
493,-3184.641,-4682.02,-3254.366,-4205.376,-5016.599,-2831.169,-3254.216,-7298.259
494,-3185.742,-6777.172,-3355.181,-6596.092,-6744.039,-4641.651,-4889.512,-7240.713
495,-3126.223,-2935.967,-3262.145,-3305.94,-2392.752,-3980.556,-3681.544,-7201.994
496,-3110.613,280.329,-3152.059,114.874,453.612,-2227.547,-1962.781,-7237.566
497,-3136.897,-699.198,-3145.013,-465.587,-825.137,-1630.691,-1711.342,-7285.315
498,-3184.024,-4667.787,-3253.601,-4191.426,-5002.391,-2824.75,-3246.986,-7298.093
499,-3185.351,-6781.934,-3354.849,-6598.848,-6750.984,-4639.036,-4889.089,-7240.603
500,-3125.759,-2951.198,-3262.196,-3320.978,-2408.392,-3985.748,-3688.366,-7201.591
501,-3109.883,275.736,-3151.865,108.518,450.464,-2232.365,-1967.605,-7236.877
502,-3136.043,-698.561,-3144.596,-465.773,-823.462,-1632.976,-1713.041,-7284.542
503,-3183.284,-4657.597,-3252.964,-4182.305,-4991.599,-2821.412,-3242.859,-7297.689
504,-3185.146,-6785.264,-3354.795,-6600.856,-6755.889,-4638.477,-4889.562,-7240.705
505,-3125.747,-2961.399,-3262.607,-3331.392,-2417.376,-3990.679,-3693.919,-7201.721
506,-3109.546,274.101,-3151.914,105.336,450.254,-2236.105,-1970.259,-7236.677
507,-3135.507,-690.388,-3144.252,-458.181,-814.936,-1632.528,-1710.896,-7284.25
508,-3182.56,-4640.848,-3252.057,-4165.978,-4974.541,-2813.686,-3234.196,-7297.459
509,-3184.709,-6787.414,-3354.335,-6600.746,-6760.316,-4634.084,-4887.236,-7240.662
510,-3125.304,-2974.261,-3262.602,-3343.615,-2431.017,-3994.889,-3699.077,-7201.459
511,-3108.972,272.553,-3151.721,102.523,449.418,-2239.125,-1972.312,-7236.311
512,-3134.878,-680.274,-3143.786,-449.451,-803.782,-1631.133,-1708.303,-7283.923
513,-3181.815,-4625.118,-3251.164,-4151.064,-4958.813,-2805.648,-3225.58,-7297.221
514,-3184.212,-6794.112,-3353.987,-6605.276,-6769.596,-4631.484,-4886.682,-7240.481
515,-3124.883,-2993.561,-3262.851,-3361.87,-2450.862,-4002.467,-3707.412,-7201.094
516,-3108.303,268.051,-3151.575,96.823,446.474,-2244.231,-1976.033,-7235.807
517,-3134.162,-673.066,-3143.316,-442.574,-795.759,-1630.864,-1706.709,-7283.469
518,-3181.21,-4608.005,-3250.366,-4134.492,-4941.032,-2797.684,-3216.951,-7297.102
519,-3183.969,-6795.677,-3353.679,-6604.439,-6773.533,-4626.497,-4884.084,-7240.614
520,-3107.787,262.615,-3151.578,89.979,443.376,-2249.335,-1980.342,-7235.391
521,-3133.482,-667.039,-3142.912,-437.285,-789.103,-1631.277,-1705.791,-7282.987
522,-3180.308,-4591.177,-3249.321,-4118.536,-4923.984,-2790.386,-3208.591,-7296.616
523,-3124.352,-3032.599,-3263.452,-3397.486,-2491.236,-4015.243,-3723.361,-7200.615
524,-3107.268,256.908,-3151.552,83.153,439.438,-2254.416,-1984.277,-7234.957
525,-3132.829,-660.796,-3142.512,-431.849,-782.329,-1631.379,-1704.607,-7282.524
526,-3179.711,-4577.899,-3248.655,-4105.989,-4910.691,-2784.784,-3202.133,-7296.396
527,-3183.148,-6804.683,-3353.021,-6608.95,-6787.565,-4621.307,-4882.526,-7240.308
528,-3123.981,-3051.157,-3263.693,-3414.574,-2510.541,-4022.299,-3731.203,-7200.226
529,-3106.794,251.811,-3151.605,76.629,436.267,-2259.843,-1988.414,-7234.507
530,-3132.336,-652.263,-3142.284,-424.732,-773.024,-1631.53,-1703.327,-7282.191
531,-3179.159,-4561.947,-3248.019,-4090.73,-4894.152,-2777.656,-3194.22,-7296.292
532,-3182.867,-6807.037,-3352.834,-6609.222,-6792.183,-4617.127,-4880.654,-7240.399
533,-3123.679,-3067.057,-3263.947,-3430.026,-2527.581,-4027.631,-3738.274,-7200.007
534,-3106.213,249.053,-3151.425,72.48,434.355,-2262.947,-1990.833,-7234.066
535,-3131.601,-643.281,-3141.716,-416.646,-763.682,-1629.518,-1700.458,-7281.722
536,-3178.234,-4547.432,-3247.009,-4076.61,-4879.389,-2770.447,-3186.304,-7295.808
537,-3182.087,-6812.253,-3352.229,-6612.229,-6799.789,-4614.883,-4879.951,-7239.903
538,-3123.152,-3088.345,-3264.15,-3449.987,-2549.587,-4035.45,-3747.3,-7199.535
539,-3105.434,242.831,-3151.243,63.728,430.962,-2268.102,-1995.131,-7233.519
540,-3130.724,-631.619,-3141.061,-407.42,-751.2,-1628.072,-1698.041,-7281.231
541,-3177.591,-4531.442,-3246.219,-4061.216,-4863.429,-2763.493,-3178.597,-7295.686
542,-3181.789,-6814.356,-3351.944,-6612.107,-6804.107,-4611.877,-4877.974,-7239.951
543,-3122.927,-3110.974,-3264.572,-3469.418,-2572.568,-4042.374,-3755.781,-7199.292
544,-3105.071,234.373,-3151.497,54.719,425.901,-2273.802,-2000.697,-7233.186
545,-3130.326,-624.943,-3140.961,-400.479,-744.349,-1628.388,-1697.73,-7281.019
546,-3177.091,-4516.751,-3245.62,-4047.801,-4849.482,-2758.764,-3172.026,-7295.607
547,-3181.48,-6815.874,-3351.646,-6611.811,-6807.896,-4610.408,-4876.067,-7239.953
548,-3122.463,-3136.392,-3264.802,-3489.5,-2595.431,-4049.942,-3764.566,-7198.674
549,-3104.423,222.214,-3151.627,43.013,420.238,-2281.287,-2007.894,-7232.399
550,-3129.779,-619.455,-3140.874,-396.922,-738.47,-1630.981,-1699.125,-7280.512
551,-3176.626,-4498.356,-3245.012,-4030.81,-4830.848,-2752.678,-3164.297,-7295.586
552,-3181.277,-6809.324,-3351.207,-6603.483,-6803.396,-4603.566,-4869.951,-7240.164
553,-3122.216,-3153.497,-3264.983,-3503.664,-2614.275,-4052.56,-3769.245,-7198.397
554,-3103.922,214.503,-3151.584,35.191,415.333,-2284.094,-2010.814,-7231.957
555,-3129.099,-611.587,-3140.414,-389.583,-729.959,-1629.104,-1696.711,-7280.054
556,-3175.862,-4484.714,-3244.199,-4017.288,-4817.423,-2745.817,-3156.975,-7295.231
557,-3180.814,-6811.374,-3350.848,-6603.585,-6807.321,-4599.923,-4867.942,-7239.99
558,-3121.932,-3171.146,-3265.307,-3520.301,-2629.754,-4057.882,-3776.141,-7198.119
559,-3103.521,207.736,-3151.912,26.342,412.684,-2290.782,-2017.31,-7231.536
560,-3175.356,-4471.801,-3243.786,-4005.127,-4804.277,-2741.993,-3151.737,-7295.118
561,-3180.537,-6808.424,-3350.592,-6599.327,-6805.917,-4596.094,-4864.501,-7240.076
562,-3121.479,-3180.101,-3265.273,-3529.211,-2641.134,-4060.292,-3779.189,-7197.808
563,-3102.78,204.148,-3151.735,20.652,408.926,-2294.512,-2020.576,-7230.887
564,-3127.843,-605.196,-3140.103,-385.267,-722.341,-1633.606,-1699.079,-7279.077
565,-3174.889,-4448.332,-3242.942,-3984.659,-4778.776,-2733.515,-3141.505,-7295.344
566,-3180.697,-6768.281,-3349.308,-6560.602,-6765.227,-4573.514,-4841.789,-7241.45
567,-3120.923,-3161.014,-3263.822,-3509.439,-2618.048,-4038.56,-3761.154,-7197.831
568,-3101.589,197.726,-3151.146,14.273,405.773,-2292.224,-2023.718,-7229.389
569,-3127.077,-654.982,-3140.804,-431.703,-769.016,-1651.342,-1718.817,-7277.762
570,-3175.089,-4450.661,-3243.564,-3992.508,-4775.88,-2744.889,-3148.6,-7295.844
571,-3181.497,-6732.321,-3349.017,-6526.926,-6727.918,-4562.936,-4826.961,-7243.177
572,-3120.808,-3155.277,-3263.262,-3500.547,-2615.651,-4027.076,-3750.762,-7197.892
573,-3100.754,186.095,-3151.017,0.786,398.115,-2295.078,-2028.144,-7228.128
574,-3126.404,-666.387,-3140.876,-444.006,-777.776,-1658.509,-1725.049,-7276.787
575,-3174.549,-4443.667,-3243.234,-3987.566,-4767.612,-2744.845,-3146.69,-7295.374
576,-3181.038,-6736.271,-3348.821,-6529.281,-6733.619,-4563.028,-4827.705,-7242.695
577,-3120.502,-3162.76,-3263.477,-3510.141,-2624.387,-4031.991,-3755.841,-7197.482
578,-3100.459,186.368,-3151.182,-2.083,396.686,-2298.873,-2031.656,-7227.734
579,-3125.999,-668.787,-3140.899,-446.224,-779.612,-1661.387,-1727.319,-7276.289
580,-3173.986,-4440.829,-3243.004,-3984.599,-4765.184,-2744.634,-3145.783,-7294.767
581,-3180.627,-6757.724,-3349.305,-6547.866,-6757.606,-4571.353,-4837.738,-7241.877
582,-3120.291,-3186.869,-3264.436,-3535.025,-2647.651,-4048.668,-3771.804,-7196.812
583,-3100.244,184.259,-3151.622,-7.794,396.371,-2309.16,-2038.452,-7227.336
584,-3125.772,-650.192,-3140.806,-429.889,-760.432,-1661.795,-1724.591,-7276.132
585,-3173.563,-4421.434,-3242.386,-3965.047,-4746.206,-2734.347,-3136.366,-7294.564
586,-3180.421,-6766.53,-3349.37,-6553.487,-6769.541,-4565.872,-4838.5,-7241.582
587,-3120.22,-3213.381,-3265.326,-3559.496,-2674.47,-4058.847,-3784.536,-7196.293
588,-3100.142,178.317,-3152.107,-14.385,393.275,-2317.374,-2043.001,-7227.114
589,-3125.473,-635.115,-3140.66,-415.486,-744.772,-1660.927,-1720.757,-7275.901
590,-3173.158,-4404.673,-3241.869,-3947.879,-4729.962,-2726.606,-3127.628,-7294.35
591,-3180.23,-6774.924,-3349.464,-6559.192,-6780.712,-4564.404,-4839.309,-7241.322
592,-3120.148,-3239.616,-3266.156,-3582.807,-2700.404,-4069.326,-3796.088,-7195.731
593,-3099.877,169.503,-3152.495,-22.692,388.972,-2324.501,-2047.974,-7226.532
594,-3125.212,-623.354,-3140.622,-404.914,-732.742,-1660.226,-1718.377,-7275.537
595,-3172.614,-4390.174,-3241.291,-3933.247,-4715.262,-2719.387,-3120.049,-7293.892
596,-3179.842,-6780.814,-3349.332,-6562.842,-6788.873,-4562.005,-4839.154,-7240.886
597,-3119.959,-3257.226,-3266.667,-3598.828,-2717.598,-4076.738,-3804.122,-7195.253
598,-3099.617,167.81,-3152.527,-24.104,389.164,-2326.724,-2047.68,-7226.243
599,-3124.909,-604.533,-3140.212,-388.277,-713.654,-1654.352,-1710.713,-7275.407
